track_id,track_name,song_lyrics
0cuNKdwaFrDJ4G1hYxI6aI,Texas Tea,"21 ContributorsTranslationsPortuguêsTexas Tea Lyrics[Intro]
Ah-ah
Ah-ah-ah

[Verse 1]
'83 Caddy with the big-square body and the wheels got tucked in
Chewin' on a cigarette, lookin' at me funny, ""What the fuck you smokin'?""
Pop a Tommy collar, and I pop a couple mushies, and I let that shit soak in
Walk into the party, and my neck is on Bugatti, whole bitch got frozen

[Chorus]
(Hah-hah, hah-hah) Got them Lucchese boots on my feet
(Hah-hah, hah-hah) Punch the gas 'til my leg falls asleep
(Hah-hah, hah-hah) And you know how it goes, ain't it sweet?
(Hah-hah, hah-hah) Texas tea (Hah-hah, hah-hah), uh, mm

[Verse 2]
Watch skeleton, baby wanna bone me
Record companies really tryna clone me
Got these motherfuckers singin' karaoke
No one's Ginuwine, but they gon' ride my pony
Show the titties off, everybody notice me
Yeah, I'm very pretty, everybody wanna see
And I'm pretty used to everybody oglin'
Now I got that bitch yodelin' in bed, I do
See Post Malone LiveGet tickets as low as $45You might also like[Chorus]
(Hah-hah, hah-hah) Twenty necklaces on, guillotine
(Hah-hah, hah-hah) Call me daddy, she from Abilene
(Hah-hah, hah-hah) And you know how it goes, ain't it sweet?
(Hah-hah, hah-hah) Texas tea (Hah-hah, hah-hah), uh, mm
(Hah-hah, hah-hah) Pour me something that's taller than me
(Hah-hah, hah-hah) Ecstasy when the drink hits my teeth
(Hah-hah, hah-hah) And you know how it goes, ain't it sweet?
(Hah-hah, hah-hah) Texas tea (Hah-hah, hah-hah)1Embed"
6wOmmoM5nyS6mOyzo9wDjC,Buyer Beware,"26 ContributorsTranslationsTürkçeBuyer Beware Lyrics[Intro]
Mm-mm
Mmm

[Verse 1]
It's been a while since I burned incense
I use my lighter for a pack of twenty
I don't know where the fuck my Bible went
But I'm sure they'll forgive me

[Pre-Chorus]
So please don't burn a hole in me
I-I, I know it seems like they got what you need
No one knows you better than yourself

[Chorus]
So don't worry
You shouldn't spend your money on a dollar store miracle
Sorry
Baby, I don't have the answers even though I'm a know-it-all
So let it go, you'll never know, nothing's wrote in stone
You're your own oraclе, it's just a fuckin' poem
Sorry
Baby, I don't have the answеrs even though I'm a know-it-all

[Verse 2]
So many restaurants in Beverly Hills
My favorite dinner comes in packs of twenty-four
I came home through the windowsill
But I'm sure that she'll forgive me
See Post Malone LiveGet tickets as low as $45You might also like[Pre-Chorus]
So please don't burn a hole in me
I-I, I know it seems like they got what you need
No one knows you better than yourself

[Chorus]
So don't worry
You shouldn't spend your money on a dollar store miracle
Sorry
Baby, I don't have the answers even though I'm a know-it-all
So let it go, you'll never know, nothing's wrote in stone
You're your own oracle, it's just a fuckin' poem
Sorry
Baby, I don't have the answers even though I'm a know-it-all

[Outro]
Let it go, you'll never know, nothing's wrote in stone (Wrote in stone)
You're your own oracle, it's just a fuckin' poem
Sorry
Baby, I don't have the answers, shit, and maybe I know nothin' at all1Embed"
6Sjg6cp8yXtKX5DrcEl7HV,Landmine,"26 ContributorsTranslationsPortuguêsLandmine Lyrics[Intro]
Ooh-ah, ahh

[Verse 1]
And all my friends
Take vitamins
Break off perfect pieces
With violence

[Chorus]
And outside
I'm burnin' my way through a stoplight
Baby, I'm fine
I'm just workin' my way through a deadline

[Verse 2]
And all my friends
Invite 'em in
Light my cigarette
And hope someone's watchin'
But to be honest, I fumble for the thrill of it
Innocent, militant-like

[Chorus]
And outside
I'm burnin' my way through a stoplight
Baby, I'm fine
I'm just thumbin' my way through a landmine
See Post Malone LiveGet tickets as low as $45You might also like[Bridge]
And if you're gettin' sick of it
Imagine how I must feel
But if you're gettin' rid of it
Then maybe I'll just keep some myself

[Chorus]
And outside
I'm burnin' my way through a stoplight
Baby, I'm fine
I'm just thumbin' my way through a landmine
Ah-ah, ah-ah-ah1Embed"
04J9hE3RhAsecsgVWl70jW,Green Thumb,"21 ContributorsTranslationsPortuguêsGreen Thumb Lyrics[Intro]
Da-da, dum-dum

[Verse 1]
Drove by your house and noticed it was overgrown
Your flowers are all dead and I thought you should know
What happened to your green thumb that you were so proud of?
Their bodies were scattered and starving for love
Starving for love

[Chorus]
One, one, one was on his deathbed
He told me you left long ago
Oh, no, he said with his last breath
""Wake up, she's not comin' home""

[Bridge]
Da-da, dum-dum

[Verse 2]
He must be so cool and own a motorcycle
Buy you new flowers to replace what you left
My new love pours herself out more than I'd like
Her name is Brandy, we'll be married tonight
Married tonight
See Post Malone LiveGet tickets as low as $45You might also like[Chorus]
When I, I, I, I'm on my deathbed
I'll remember you left long ago
Oh, no, I hear the nurse say
""Goodnight, she's never comin' home""3Embed"
26EjM7ZMAnWOKPAuKNOX24,Laugh It Off,"35 ContributorsTranslationsPortuguêsLaugh It Off Lyrics[Verse 1]
When we was lyin' down on the floor
You said I should smile more
I was killin' your vibe
Pretend I didn't hear your voice
But, baby, I was takin' notes
Keep that in mind

[Chorus]
Hey, you say you hate me
Ha-ha-ha, I laugh it off
Your mind is made and I can't change it
Some-ha-how

[Verse 2]
Haven't seen the sun in a month
But it's all sunshine
I forgot how to cry
It feels like pain, pain is a world away
Took my cigarettes and flushed them down the drain, ah-ah
Okay, okay, I'm lyin'

[Chorus]
Mm, hey, you say you hate me
Ha-ha-ha, I laugh it off
Your mind is made and I can't change it
Some-ha-how, I laugh it off
See Post Malone LiveGet tickets as low as $45You might also like[Post-Chorus]
And if I learned anything at all
Smile

[Bridge]
Talk to me, I know it's over
I'll listen like I did before

[Chorus]
Hey, you say you hatе me
Ha-ha-ha, I laughed it off
When I fuck up likе I have lately
Some-ha-how, I laugh it off

[Post-Chorus]
And if I learned anything at all
Smile, smile
And if I learned anything at all
Smile, smile

[Outro]
Ooh-ooh, ooh-ooh-ooh (Ahh)
Ooh-ooh, ooh-ooh-ooh (Ahh)
Ah-ah, ah-ah-ah (Ooh-ooh, ooh-ooh-ooh)
Ah-ah, ah-ah-ah (Ooh-ooh, ooh-ooh-ooh)4Embed"
1P0raW2DwMmoV83cQCYvnL,White Iverson,"241 ContributorsTranslationsTürkçePortuguêsNederlandsEspañolWhite Iverson Lyrics[Intro]
Double OT
I'm a new three
[Chorus]
Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh (Swaggin')
I'm ballin', I'm ballin', Iverson on you (Swish, ooh, ayy)
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot, yeah
Spendin', I'm spendin' all my fuckin' pay

[Verse 1]
I got me some braids and I got me some hoes
Started rockin' the sleeve, I can't ball with no Joes
You know how I do it, Concords on my toes
(This shit is hard) Oh
I ain't rich yet, but you know I ain't broke, ah
So if I see it, I like it, buy that from the store, ah (Store, ah)
I'm with some white girls and they love them the coca (Coca)
Like they OT
Double OT like I'm KD, smokin' OG (Smokin' OG)
And you know me, in my 2-3s and my gold teeth (And my gold teeth)
Bitch, I'm smiling, bet you see me from the nosebleeds (Nosebleeds)
I'm the new three and I change out to my new 3s (To my new 3s)
See Post Malone LiveGet tickets as low as $45You might also like[Pre-Chorus]
White Iverson
When I started ballin', I was young
You gon' think about me when I'm gone
I need that money like the ring I never won, I won
[Chorus]
Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot, yeah
Spendin', I'm spendin' all my fuckin' pay

[Verse 2]
Ooh, Stoney
Cigarettes and a headband
Commas, commas in my head, man
Slumped over like a dead man
Red and black, 'bout my bread, man
I'm the answer, never question
Lace up, learn a lesson
Bitch, I'm saucin' (Wow), I do this often, don't do no talkin' (No)
My options right when I walk in, jump all them Jordans (Ooh)
I'm ballin', money jumpin'
Like I'm Davis from New Orleans
Or bitch, I'm Harden, I don't miss nothin'
Fuck practice, this shit just happens, know y'all can't stand it (Ayy)
I have it, I never pass it, I work my magic
High average, ball on these bastards, it makes me happy
It's tragic, I make it happen, and all y'all Shaqtin'
[Pre-Chorus]
White Iverson
When I started ballin', I was young
You gon' think about me when I'm gone
I need that money like the ring I never won, I won
[Chorus]
Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot, yeah
Spendin', I'm spendin' all my fuckin' pay

[Outro]
Ooh-ooh
Ooh-ooh
Ooh-ooh
Ooh-ooh438Embed"
0xB1y8J77rXX9W63D7YiIq,Congratulations (feat. Quavo),"2 ContributorsPost Malone Essentials Lyrics1. Post Malone- Circles
2. Post Malone- Wow
3. Saweetie- Tap In (feat. Post Malone, DaBaby & Jack Harlow)
4. Post Malone- Goodbyes (feat. Young Thug)
5. Tyla Yaweh- Tommy Lee (feat. SAINt JHN & Post Malone) [Remix]
6. Post Malone & Swae Lee- Sunflower (Spider-Man: Into the Spider-Verse)
7. Post Malone- rockstar (feat. 21 Savage)
8. Post Malone- Take What You Want (feat. Ozzy Osbourne & Travis Scott)
9. Post Malone- Better Now
10. Post Malone- Enemies (feat. DaBaby)
11. Post Malone- Congratulations (feat. Quavo)
12. Post Malone- Psycho (feat. Ty Dolla $ign)
13. Post Malone- White Iverson
14. Post Malonе- Saint-Tropez
15. Post Malone- I Fall Apart
16. 21 Savage- all my friеnds
17. Post Malone- Ball For Me (feat. Nicki Minaj)
18. Post Malone- Spoil My Night (feat. Swae Lee)
19. Tiësto & Dzeko- Jackie Chan (feat. Premo & Post Malone)
20. Post Malone- Go Flex
21. French Montana- Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)
22. Post Malone- Rich & SadYou might also likeEmbed"
5OIUS4S7uQAm3Adp910eEi,I Fall Apart,"141 ContributorsTranslationsTürkçeEspañolNederlandsI Fall Apart Lyrics[Intro]
Ooh, I fall apart
Ooh, yeah, mmm, yeah

[Verse 1]
She told me that I'm not enough (Yeah)
And she left me with a broken heart (Yeah)
She fooled me twice and it's all my fault (Yeah)
She cut too deep, now she left me scarred (Yeah)
Now there's so many thoughts goin' through my brain (Yeah)
And now I'm takin' these shots like it's Novocaine, yeah

[Chorus]
Ooh, I fall apart
Down to my core
Ooh, I fall apart
Down to my core
Ooh, didn't know it before
Surprised when you caught me off guard
All this damn jewelry I bought
You was my shorty, I thought

[Verse 2]
Never caught a feelin' this hard
Harder than the liquor I pour
Tell me you don't want me no more
But I can't let go, everybody told me so
Feelin' like I sold my soul
Devil in the form of a whore
Devil in the form of a whore
You said it, no, you said it
No, you said that shit, we'd be together, oh
See Post Malone LiveGet tickets as low as $45You might also like[Chorus]
Ooh, I fall apart
Down to my core
Ooh, I fall apart
Down to my core
Ooh, didn't know it before
Surprised when you caught me off guard
All this damn jewelry I bought
You was my shorty, I thought

[Bridge]
Ice keep pourin' and the drink keep flowin'
Try to brush it off, but it keep on goin'
Covered in scars and I can't help showin'
Whippin' in the foreign and the tears keep rollin'
Ice keep droppin' and the drink keep flowin'
Try to brush it off, but it keep on goin'
All these scars, can't help from showin'
Whippin' in the foreign and the tears keep blowin', yeah

[Chorus]
Ooh, I fall apart
Down to my core
Ooh, I fall apart
Down to my core
Ooh, didn't know it before
Surprised when you caught me off guard
All this damn jewelry I bought
You was my shorty, I thought208Embed"
3G2fdJCWtAm47TmmeVrgQq,rockstar (feat. 21 Savage),"1 ContributorTop Tracks of 2018 LyricsDrake - God's Plan
XXXTENTACION - SAD!
Post Malone - rockstar feat. 21 Savage
Post Malone - Psycho feat. Ty Dolla $ign
Drake - In My Feelings
Post Malone - Better Now
Cardi B - I Like It feat. Bad Bunny & J Balvin
Calvin Harris & Dua Lipa - One Kiss
Dua Lipa - IDGAF
Marshmello & Anne-Marie - FRIENDS
Camila Cabello - Havana feat. Young Thug
Juice WRLD - Lucid Dreams
Drake - Nice For What
Maroon 5 - Girls Like You feat. Cardi B
Zedd, Maren Morris & Grey - The Middle
Kendrick Lamar & SZA - All The Stars
Ariana Grande - no tears left to cry
Nicky Jam & J Balvin - X
XXXTENTACION - Moonlight
BlocBoy JB - Look Alive feat. Drake
Rudimental - These Days feat. Jess Glynne, Macklemore & Dan Caplen
Nio Garcia, Casper Magico & Bad Bunny - Te Boté (Remix) feat. Darell, Ozuna & Nicky Jam
Bazzi - Mine
5 Seconds of Summer - Youngblood
Dua Lipa - New Rules
Ed Sheeran - Shape of You
Khalid & Normani - Love Lies
Bebe Rexha - Meant to Be feat. Florida Georgia Line
XXXTENTACION - Jocelyn Flores
Ed Sheeran - Perfect
Tyga - Taste feat. Offset
Clean Bandit - Solo feat. Demi Lovato
Post Malone - I Fall Apart
Dennis Lloyd - Nevermind
Luis Fonsi - Échame La Culpa feat. Demi Lovato
benny blanco - Eastside feat. Halsey & Khalid
Camila Cabello - Never Be the Same
Selena Gomez & Marshmello - Wolves
XXXTENTACION - changes
Dynoro - In My Mind feat. Gigi D'Agostino
Eminem - River feat. Ed Sheeran
Daddy Yankee - Dura
Travis Scott - SICKO MODE
Imagine Dragons - Thunder
Reik - Me Niego feat. Ozuna & Wisin
Tiësto & Dzeko - Jackie Chan feat. Preme & Post Malone
Bruno Mars - Finesse (Remix) feat. Cardi B
Selena Gomez - Back To You
NF - Let You Down
The Weeknd - Call Out My Name
Offset & Metro Boomin - Ric Flair Drip
Marshmello & Bastille - Happier
Sam Smith - Too Good At Goodbyes
Lil Dicky - Freaky Friday feat. Chris Brown
Imagine Dragons - Believer
6ix9ine - FEFE feat. Nicki Minaj & Murda Beatz
Jonas Blue - Rise feat. Jack & Jack
Loud Luxury - Body feat. brando
Lil Uzi Vert - XO TOUR Llif3
Becky G - Sin Pijama feat. Natti Natasha
Anne-Marie - 2002
Drake - Nonstop
XXXTENTACION - Fuck Love feat. Trippie Redd
Shawn Mendes - In My Blood
Marshmello - Silence feat. Khalid
Ariana Grande - God is a woman
Piso 21 - Déjala que vuelva feat. Manuel Turizo
David Guetta - Flames feat. Sia
Maroon 5 - What Lovers Do feat. SZA
DJ Snake - Taki Taki feat. Selena Gomez, Ozuna & Cardi B
Hailee Steinfeld & Alesso - Let Me Go feat. Florida Georgia Line & watt
Portugal. The Man - Feel It Still
The Weeknd & Kendrick Lamar - Pray For Me
Migos - Walk It Talk It feat. Drake
G-Eazy - Him & I feat. Halsey
Post Malone - Candy Paint
Post Malone - Congratulations feat. Quavo
Sofia Reyes - 1, 2, 3 feat. Jason Derulo & De La Ghetto
Natti Natasha - Criminal feat. Ozuna
Rich The Kid - Plug Walk
Billie Eilish & Khalid - lovely
Migos - Stir Fry
Kendrick Lamar - HUMBLE.
Ozuna - Vaina Loca feat. Manuel Turizo
Ed Sheeran & Beyoncé - Perfect Duet
Maluma - Corazón feat. Nego do Borel
Khalid - Young Dumb & Broke
Ozuna - Síguelo Bailando
Anitta & J Balvin - Downtown
Wolfine - Bella
Calvin Harris & Sam Smith - Promises feat. Jessie Reyez
Lil Baby - Yes Indeed feat. Drake
Lauv - I Like Me Better
Keala Settle - This Is Me
XXXTENTACION - Everybody Dies In Their Nightmares
Zac Efron & Zendaya - Rewrite The Stars
Clean Bandit - I Miss You feat. Julia Michaels
DJ Khaled - No Brainer feat. Justin Bieber, Quavo & Chance the Rapper
ZAYN - Dusk Till Dawn feat. Sia
Dean Lewis - Be AlrightEmbed"
7dTQx1OuBdHsxYu9LxuCAt,Psycho (feat. Ty Dolla $ign),"2 ContributorsPost Malone Essentials Lyrics1. Post Malone- Circles
2. Post Malone- Wow
3. Saweetie- Tap In (feat. Post Malone, DaBaby & Jack Harlow)
4. Post Malone- Goodbyes (feat. Young Thug)
5. Tyla Yaweh- Tommy Lee (feat. SAINt JHN & Post Malone) [Remix]
6. Post Malone & Swae Lee- Sunflower (Spider-Man: Into the Spider-Verse)
7. Post Malone- rockstar (feat. 21 Savage)
8. Post Malone- Take What You Want (feat. Ozzy Osbourne & Travis Scott)
9. Post Malone- Better Now
10. Post Malone- Enemies (feat. DaBaby)
11. Post Malone- Congratulations (feat. Quavo)
12. Post Malone- Psycho (feat. Ty Dolla $ign)
13. Post Malone- White Iverson
14. Post Malonе- Saint-Tropez
15. Post Malone- I Fall Apart
16. 21 Savage- all my friеnds
17. Post Malone- Ball For Me (feat. Nicki Minaj)
18. Post Malone- Spoil My Night (feat. Swae Lee)
19. Tiësto & Dzeko- Jackie Chan (feat. Premo & Post Malone)
20. Post Malone- Go Flex
21. French Montana- Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)
22. Post Malone- Rich & SadYou might also likeEmbed"
14Hkr70E4ZMUzEldoBltTB,Better Now,"181 ContributorsTranslationsTürkçeEspañolPortuguêsFrançaisفارسیNederlands中文DeutschРусскийBetter Now Lyrics[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Verse 1]
I did not believe that it would end, no
Everything came second to the Benzo
You're not even speakin' to my friends, no
You knew all my uncles and my aunts though
Twenty candles, blow 'em out and open your eyes
We were lookin' forward to the rest of our lives
Used to keep my picture posted by your bedside
Now it's in your dresser with the socks you don't like
And I'm rollin', rollin', rollin', rollin'
With my brothers like it's Jonas, Jonas
Drinkin' Henny and I'm tryna forget
But I can't get this shit outta my head

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh
See Post Malone LiveGet tickets as low as $45You might also like[Verse 2]
I seen you with your other dude
He seemed like he was pretty cool
I was so broken over you
Life, it goes on, what can you do?
I just wonder what it's gonna take (What's it gonna take?)
Another foreign or a bigger chain (Bigger chain)
Because no matter how my life has changed
I keep on looking back on better days

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Bridge]
I promise
I swear to you, I'll be okay
You're only the love of my life (Love of my life)
[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh165Embed"
4JW6AaiPG91qWQtt5VNaL7,Sunflower - Spider-Man: Into the Spider-Verse,"2 ContributorsPost Malone Essentials Lyrics1. Post Malone- Circles
2. Post Malone- Wow
3. Saweetie- Tap In (feat. Post Malone, DaBaby & Jack Harlow)
4. Post Malone- Goodbyes (feat. Young Thug)
5. Tyla Yaweh- Tommy Lee (feat. SAINt JHN & Post Malone) [Remix]
6. Post Malone & Swae Lee- Sunflower (Spider-Man: Into the Spider-Verse)
7. Post Malone- rockstar (feat. 21 Savage)
8. Post Malone- Take What You Want (feat. Ozzy Osbourne & Travis Scott)
9. Post Malone- Better Now
10. Post Malone- Enemies (feat. DaBaby)
11. Post Malone- Congratulations (feat. Quavo)
12. Post Malone- Psycho (feat. Ty Dolla $ign)
13. Post Malone- White Iverson
14. Post Malonе- Saint-Tropez
15. Post Malone- I Fall Apart
16. 21 Savage- all my friеnds
17. Post Malone- Ball For Me (feat. Nicki Minaj)
18. Post Malone- Spoil My Night (feat. Swae Lee)
19. Tiësto & Dzeko- Jackie Chan (feat. Premo & Post Malone)
20. Post Malone- Go Flex
21. French Montana- Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)
22. Post Malone- Rich & SadYou might also likeEmbed"
7nfFMYx0A6KklZeveSHYwV,Circles,"140 ContributorsTranslationsEspañolPortuguêsPolskiDeutschفارسیNederlandsČeskyРусскийCircles Lyrics[Intro]
Oh, oh, oh
Oh,  oh, oh
Oh,  oh, oh, oh, oh

[Verse 1]
We couldn't turn around 'til we were upside down
I'll be the bad guy now, but know I ain't too proud
I  couldn't be there even when I tried
You  don't believe it, we do this every time

[Chorus]
Seasons change and our love went cold
Feed  the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm  waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Verse 2]
Let go, I got a feeling that it's time to let go
I said so, I knew that this was doomed from the get-go
You thought that it was special, special
But it was just the sex, though, the sex, though
And I still hear the echoes (The echoes)
I got a feeling that it's time to let it go, let it go
See Post Malone LiveGet tickets as low as $45You might also like[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Bridge]
Maybe you don't understand what I'm going through
It's only me, what you got to lose?
Make up your mind, tell me, what are you gonna do?
It's only me, let it go

[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away211Embed"
02SCfppdSF4vPsEuME4TaP,Wow.,"240 ContributorsTranslationsРусскийEspañolNederlandsWow. Lyrics[Verse 1]
Said she tired of little money, need a big boy
Pull up 20 inch blades like I'm Lil’ Troy
Now it's everybody flockin', need a decoy
Shawty mixing up the vodka with the LaCroix, yeah
G-Wagen, G-Wagen, G-Wagen, G-Wagen
All the housewives pullin’ up (Up, up)
I got a lot of toys, 720S bumpin' Fall Out Boy
You was talkin' shit in the beginning (Mm-mm)
Back when I was feelin' more forgivin' (More forgivin')
I know it piss you off to see me winnin' (See me winnin')
See the igloo in my mouth when I be grinnin’ (I be grinnin’), yeah

[Chorus]
Hunnid bands in my pocket, it's on me
Hunnid deep when I roll like the army
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)
Hunnid bands in my pocket, it's on me (On me)
Yeah, your grandmama probably know me (Know me)
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)

[Verse 2]
Everywhere I go (Hey)
Catch me on the block like I'm Mutombo (Wow)
750 Lambo in the Utah snow (Skrrt)
Trunk in the front like that shit Dumbo, yeah
Cut the roof off like a nip-tuck
Pull up to the house with some big butts
Turn the kitchen counter to a strip-club (Yeah, wow)
Me and Dre came for the...
When I got guap, all of y'all just appeared (Wow)
Before I dropped Stoney, none of y'all really cared (Cared)
Now they always say, ""Congratulations,"" to the kid (Kid)
And this is not a 40, but I'm pourin' out this shit (Yeah)
Used to have a lot, but I got more now (Yup)
Made another hit 'cause I got bored now (Yup)
Always goin' for it, never punt fourth down
Last call, Hail Mary, Prescott touchdown, ayy
See Post Malone LiveGet tickets as low as $45You might also like[Chorus]
Hunnid bands in my pocket, it's on me (On me)
Hunnid deep when I roll like the army (Hey)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)
Hunnid bands in my pocket, it's on me (Yeah, yeah)
Yeah, your grandmama probably know me (Yeah, yeah)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow""

[Outro]
Got 'em sayin', ""Wow""
Ayy, ayy, wow
Sayin', ""Wow""
Wow
Wow171Embed"
