id,name,genres,popularity,followers,is_rapper
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,,,,0
5T0MSzX9RC5NA6gAI6irSn,Estelle,"neo soul, r&b",68.0,324460.0,0
3aQeKQSyrW4qWr35idm0cy,T-Pain,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",80.0,5148034.0,1
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,"east coast hip hop, gangster rap, hip hop, pop rap, rap",85.0,9630583.0,1
21E3waRsmPlU7jZsS13rcj,Ne-Yo,"dance pop, pop, r&b, urban contemporary",83.0,9354436.0,0
6GEykX11lQqp92UVOQQCC7,DJ Premier,"east coast hip hop, instrumental hip hop, jazz boom bap, turntablism",66.0,301668.0,0
1lE6SEy8f84Zhjvp7r8yTD,Syleena Johnson,"contemporary r&b, neo soul, r&b, urban contemporary",67.0,335230.0,0
4xPQFgDA5M2xa0ZGo5iIsv,¥$,,78.0,869517.0,0
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,"hip pop, pop, queens hip hop, rap",87.0,32911312.0,1
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"emo rap, miami hip hop, rap",89.0,47959826.0,1
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",78.0,3744677.0,0
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",77.0,7429840.0,1
3wyVrVrFCkukjdVIdirGVY,Lil Pump,"emo rap, miami hip hop, pop rap, rap, trap",65.0,7627685.0,1
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,"r&b, rap, urban contemporary",85.0,7705992.0,1
7u6LfVyYpEzMpHLL7jTyvU,Dwele,neo soul,69.0,301940.0,0
63wjoROpeh5f11Qm93UiJ1,Keri Hilson,"dance pop, hip pop, r&b, urban contemporary",71.0,2036321.0,0
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,"classic rock, mellow gold, rock, soft rock",77.0,4982656.0,0
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",68.0,1917959.0,1
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",73.0,2974504.0,1
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,"melodic rap, rap",75.0,11233843.0,1
7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,"contemporary r&b, hip pop, pop rap, r&b, southern hip hop, trap, urban contemporary",70.0,1265788.0,1
7dGJo4pcD2V6oG8kP0tJRR,Eminem,"detroit hip hop, hip hop, rap",93.0,94319320.0,1
55Aa2cqylxrFIXC767Z865,Lil Wayne,"hip hop, new orleans rap, pop rap, rap, trap",88.0,15785042.0,1
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"hip hop, pop rap, r&b, southern hip hop, trap, trap soul",84.0,5811872.0,1
0LQoZQIV0mIs0y0XQb0Sw2,Chris Martin,,66.0,59523.0,0
0huGjMyP507tBCARyzSkrv,Cordae,"hip hop, pop rap, rap, trap, underground hip hop",72.0,2066838.0,1
6vbY3hOaCAhC7VjucswgdS,Twista,"chicago rap, dirty south rap, gangster rap, trap",67.0,1142918.0,1
3TVXtAsR1Inumwj472S9r4,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap",96.0,94100797.0,1
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"barbadian pop, pop, urban contemporary",92.0,64158553.0,0
1HRq8YjrdR6yJfQu5DEGjD,Erica Luttrell,,39.0,542.0,0
5y2Xq6xcjJb2jVM54GHK3t,John Legend,"neo soul, pop, pop soul, urban contemporary",78.0,7306106.0,0
14tvgpQJ9pJmUFn9l4Jh78,Toks Olagundoye,,29.0,23.0,0
1LhOhPJ3Z1uTaybvUVg2lC,FLANNEL ALBERT,"asian american hip hop, korean trap",23.0,4453.0,1
5AeUAb9bSIjCpxEzOKz3NE,蔣明希,,21.0,11.0,0
120Hnh6hOWiIpfL4WDo7nm,Jussie Smollett,,49.0,57506.0,0
7AdaaN0SN1NF24cTg9RPga,Sarah Stiles,,51.0,4380.0,0
1R3kmFH4Bl1hbEG9ulEE2d,仰昭光,,22.0,304.0,0
4mHAu7NX2UNsnGXjviBD9e,Brooks,"dutch house, edm, electro house, future house, pop dance, progressive electro house",56.0,320964.0,0
0oYI03YsJ5AbgdP6Kwxeos,Kate Micucci,,43.0,17836.0,0
6qgnBH6iDM91ipVXv28OMu,KAYTRANADA,"alternative r&b, escape room, indie soul, lgbtq+ hip hop",73.0,1597697.0,0
39AOKEst7bTMFXv8kaYbdp,NASHUP,,40.0,408.0,0
3kf0gOpxWtkyeMNJVDQPtd,Smoke DZA,"alternative hip hop, harlem hip hop, underground hip hop",49.0,288492.0,0
1CHLQfdcyjgUe7VEazdSYy,Uzo Aduba,,42.0,673.0,0
0ulZIID59tvIwcfTkiYLy5,Joi,,34.0,5404.0,0
0gYt4XG9A0hyZW7rt745ZY,謝春花,chinese minyao,29.0,14405.0,0
0yFeMot541QuRLduP9XAPO,Grace Rolek,,54.0,3785.0,0
29XOeO6KIWxGthejQqn793,Flying Lotus,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, indietronica, instrumental hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky",56.0,797926.0,0
2fdHu3PmeJhUwSGdxrFvQb,Kardinal Offishall,,29.0,65.0,0
5qREdxFbfl8qWFRd6sZb1G,愛新覺羅媚,,22.0,75.0,0
4RcNXR3j50a6JCZcU06h6g,孟慧圓,,30.0,6527.0,0
4llnbzzKJYODaA1eagdwZI,駿聲,,21.0,72.0,0
1Clvxjfgh9W7cnhz8HKfGx,Jennifer Paz,,43.0,1533.0,0
4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,"dance pop, pop rap",70.0,1549348.0,1
4rF7c8zpCKzuSXohs2HIpA,Steven Universe,pov: indie,69.0,1078199.0,0
3MBBCjjwCjbeikYXPswyZc,Michaela Dietz,,55.0,3552.0,0
3l0hDwENs000dFrxoLqUsj,陳意涵,chinese singer-songwriter,23.0,777.0,0
2GdXG4yRpZuHXxjA2flqmq,Mathew Moy,,29.0,28.0,0
0jnsk9HBra6NMjO2oANoPY,Flo Rida,"dance pop, miami hip hop, pop, pop rap",81.0,8740293.0,1
5ndkK3dpZLKtBklKjxNQwT,B.o.B,"atl hip hop, dance pop, pop rap, rap, southern hip hop",74.0,2132942.0,1
41TccBHnkaVhhgCgl83JU8,Kandi Girl,,47.0,1448.0,0
20apXQGKM00jJTvYfyKwlb,Maino,,49.0,199297.0,0
5xI4mPixKfrCCspATqbpy3,Eryn Allen Kane,"alternative r&b, neo soul",52.0,85220.0,0
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap",82.0,7223093.0,1
5qK5bOC6wLtuLhG5KvU17c,Lil Mama,"hip pop, trap queen",49.0,97930.0,1
13saZpZnCDWOI9D4IJhp1f,Lily Allen,"dance pop, electropop, neo mellow",69.0,2086342.0,0
3crnzLy8R4lVwaigKEOz7V,E-40,"cali rap, gangster rap, hyphy, oakland hip hop, west coast rap",68.0,933618.0,1
5MbNzCW3qokGyoo9giHA3V,EARTHGANG,"atl hip hop, indie hip hop, psychedelic hip hop, rap, underground hip hop",64.0,880430.0,1
31HjiqargV4NAw4GZqUale,Ace Hood,"dirty south rap, miami hip hop, pop rap, rap, southern hip hop, trap",56.0,1853144.0,1
0TnOYISbd1XYRBk9myaseg,Pitbull,"dance pop, miami hip hop, pop",86.0,11044477.0,0
4Jl5W4ETxUCyEDgOEnqI4z,Teddy Verseti,,50.0,714.0,0
2mxe0TnaNL039ysAj51xPQ,R. Kelly,,69.0,2436931.0,0
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,"hip pop, pop",81.0,15505069.0,0
7t7KCNFOwuMChaQg6L8I69,Jacob Latimore,pop r&b,43.0,207232.0,0
12PSlydMSjEHzSCj9X5qv7,Baby Bash,"chicano rap, latin hip hop, pop rap, southern hip hop, texas latin rap, urban contemporary",64.0,976744.0,1
0z4gvV4rjIZ9wHck67ucSV,Akon,dance pop,84.0,5171559.0,0
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",83.0,11521075.0,1
1EpyA68dKpjf7jXmQL88Hy,Noname,"alternative r&b, chicago rap",53.0,752264.0,1
1HvYwEbfOUhm2F4g9nH0vP,Joey Galaxy,,49.0,1245.0,0
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",73.0,2900133.0,1
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,"chicago rap, conscious hip hop, hip hop, pop rap, rap, trap",75.0,6024739.0,1
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",79.0,3162502.0,1
0eezS9KmhdjGN436RdTIXu,Mavado,"dancehall, jamaican dancehall, reggae fusion",57.0,637950.0,0
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,"lgbtq+ hip hop, neo soul",89.0,16701308.0,0
6vWDO969PvNqNYHIOW5v0m,Beyoncé,"pop, r&b",87.0,39163338.0,0
1W3FSF1BLpY3hlVIgvenLz,The-Dream,"dirty south rap, hip pop, r&b, southern hip hop, trap, urban contemporary",66.0,1316252.0,1
1zV9UjTUevjp5VUddqIUUn,Mr Hudson,,60.0,30373.0,0
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",79.0,11204163.0,1
6ZhjJOJXXwnPS8PrXdmjLw,UGK,dirty south rap,61.0,926177.0,1
0hKpvarswO34Ks5iPNmEXn,J. Ivy,,47.0,5432.0,0
6NzM38IkXdbQsQ4qW9CG7z,Amil,hip pop,45.0,39201.0,0
1wvlC6NwleHt1iRD6d5X2C,Foxy Brown,"contemporary r&b, east coast hip hop, hip pop, new jack swing, r&b",55.0,720000.0,0
18HVMQsV3tINaTyzT5UIjH,CyHi,atl hip hop,52.0,218226.0,0
2cADQgiLMjNhbsfeN52Bf3,Swizz Beatz,"battle rap, dirty south rap, southern hip hop, trap",64.0,440792.0,1
0c173mlxpT3dSFRgMO8XPh,Big Sean,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",78.0,11269902.0,1
60df5JBRRPcnSpsIMxxwQm,Otis Redding,"classic soul, memphis soul, soul, soul blues, southern soul, vocal jazz",73.0,2351825.0,0
31TPClRtHm23RisEBtV3X7,Justin Timberlake,"dance pop, pop",83.0,14806500.0,0
1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",72.0,1972337.0,1
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,"dance pop, pop, urban contemporary",86.0,10737548.0,0
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator","hip hop, rap",94.0,18279173.0,1
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,"alternative metal, nu metal, post-grunge, rap metal, rock",93.0,27937435.0,1
1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,"dance pop, hip pop, neo soul, r&b, urban contemporary",73.0,4024141.0,0
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,"neo soul, pop, r&b",81.0,12269532.0,0
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,"dance pop, pop",82.0,4935776.0,0
4iCwCMnqsNZ6atvRiADgtn,RZA,"east coast hip hop, hardcore hip hop",62.0,589492.0,0
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,"british soul, dance pop, pop, talent show",71.0,3635478.0,0
2ExGrw6XpbtUAJHTLtUXUD,Stefflon Don,"dancehall, dancehall queen, uk dancehall, uk hip hop",71.0,1195453.0,0
5twTCOm58CXYCqCny4gYcQ,Ric Hassani,azontobeats,54.0,162780.0,0
1snhtMLeb2DYoMOcVbb8iB,Kenshi Yonezu,"anime, j-pop",75.0,6410309.0,0
3q7HBObVc0L8jNeTe5Gofh,50 Cent,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",85.0,16302212.0,1
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,"dance pop, pop",81.0,9413629.0,0
1ruutHJcECI7cos2n5TqpO,Nayer,deep dance pop,71.0,29196.0,0
6n4SsAp5VjvIBg3s9QCcPX,SUDA MASAKI,"anime rock, j-pop, japanese punk rock",61.0,2102662.0,0
0YWxKQj2Go9CGHCp77UOyy,Fabolous,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",66.0,2688804.0,1
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"big room, dance pop, edm, pop, pop dance",90.0,26534970.0,0
1HAuPdrX1EKL7rtAdb1ZQY,Yojiro Noda,,43.0,21279.0,0
4S9EykWXhStSc15wEx8QFK,Céline Dion,canadian pop,79.0,9154951.0,0
4yBK75WVCQXej1p04GWqxH,Jeezy,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap",72.0,2456960.0,1
3jksrX4oBklxR78ft8gv3j,Plies,"dirty south rap, miami hip hop, southern hip hop, trap",64.0,1944529.0,1
4D75GcNG95ebPtNvoNVXhz,AFROJACK,"big room, dance pop, dutch house, edm, electro house, pop dance",74.0,3952845.0,0
3KV3p5EY4AvKxOlhGHORLg,Jeremih,"chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary",76.0,6797583.0,1
1XavfPKBpNjkOfxHINlMHF,Joeboy,"afrobeats, afropop, nigerian pop",64.0,2401451.0,0
54tsZERmP8X31DMar394rm,Wisegod,,16.0,102.0,0
2LRoIwlKmHjgvigdNGBHNo,Feid,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",92.0,15123292.0,1
2N4EYkIlG1kv25g6Wv8LGI,Killer Mike,"alternative hip hop, atl hip hop, conscious hip hop, hip hop, old school atlanta hip hop, political hip hop, southern hip hop",64.0,467298.0,0
1FtBEIWAwvw5ymBen5GICR,Chlöe,contemporary r&b,61.0,581833.0,0
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,"conscious hip hop, mississippi hip hop, southern hip hop, trap",57.0,949580.0,1
1jEQ9dVjupKqchhxVIkHyD,Lord Goat,flick hop,40.0,5739.0,0
4xRYI6VqpkE3UwrDrAZL8L,Logic,"conscious hip hop, hip hop, pop rap, rap",75.0,6103621.0,1
6CsOL9C9iLL0eWKINlDxzQ,Jeru The Damaja,"alternative hip hop, east coast hip hop",49.0,241363.0,0
57UnSUpae3SbRekxNa5Kgl,El-P,"abstract hip hop, alternative hip hop, east coast hip hop, experimental hip hop",59.0,189430.0,0
3xpJzqE3evjd4GzQ9pcHNr,Mad Lion,reggae fusion,37.0,18225.0,0
4nvFFLtv7ZqoTr83387uK4,Dynamicduo,"k-rap, korean r&b",56.0,246603.0,1
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,"east coast hip hop, hip hop, rap",86.0,15486596.0,1
1C6G15UmVQMDGpYbdsf1Oi,Lord Finesse,"bronx hip hop, east coast hip hop, hardcore hip hop",51.0,128860.0,0
0uAUrmEQbwcDFzg0v7VicO,Lila Iké,"modern reggae, uk reggae",53.0,166423.0,0
2gINJ8xw86xawPyGvx1bla,KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",54.0,681525.0,0
3euwln1nsG64HZaIoyDpiz,Showbiz,deep east coast hip hop,28.0,2667.0,0
165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",78.0,6624734.0,1
1bqxdqvUtPWZri43cKHac8,MAX,"singer-songwriter pop, teen pop, viral pop",68.0,928207.0,0
56D5VnuoX3l7bs2kgcrQvJ,Crooklyn Dodgers 95',golden age hip hop,19.0,1193.0,0
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,"hip hop, pop rap, rap, southern hip hop, trap",73.0,3982248.0,1
1mMjwoytmHP5dTJbIQxN4V,ILL BILL,conscious hip hop,49.0,121880.0,0
4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,"alternative r&b, hip pop, r&b, urban contemporary",61.0,1955505.0,0
0ABk515kENDyATUdpCKVfW,Westside Gunn,"alternative hip hop, boom bap, buffalo hip hop, drumless hip hop, hip hop, upstate ny rap",70.0,696609.0,1
0mbgkaYR8KNUb5s3s1yYHG,Papoose,"battle rap, dirty south rap",47.0,402782.0,1
0KWcq2E8ejxp78jdfpCd4K,KeKe Wyatt,"contemporary r&b, hip pop, r&b, urban contemporary",45.0,714413.0,0
3D60aniZnT8Bcdq7RYzGps,The Boys & Girls Club of the Gulf Coast,,7.0,13.0,0
1YlTWm8RugjwYRWrjnYvv5,Saint Ashleey,,13.0,717.0,0
1UjTUqWfGkof4L5HO5NmzP,Kenny Lattimore,"contemporary r&b, r&b",47.0,599238.0,0
0kJOd0gt1l5iQZdnqGGzMJ,Pastor Reginald Sharpe Jr.,,9.0,0.0,0
6SGcrRGQCscQdXQaIyOzPr,Nicci Gilbert,,11.0,2237.0,0
5lxFMiabP28TDGCykabvSN,Vtek,,7.0,144.0,0
4gpDA7R5796e6zbvZxGNga,Shawnna,"chicago rap, dirty south rap, hip pop, southern hip hop",53.0,153730.0,1
2DzRMyWgjuMbYvt5BLbpCo,Anthony Hamilton,"contemporary r&b, neo soul, r&b, urban contemporary",60.0,1608666.0,0
0bbN8BIF8Ys24597Zajine,Sheek,,36.0,2856.0,0
4heq4It7gPnLQdiN9YW1t6,Infa-Red & Cross,,24.0,64.0,0
2ZbWlThDW0qSbI3hinpl0w,MC Lyte,"alternative r&b, contemporary r&b, east coast hip hop, old school hip hop",47.0,423483.0,0
7iMvwE8qANp3aIfAGKEAwS,Cam'ron,"battle rap, east coast hip hop, harlem hip hop, southern hip hop",60.0,748600.0,1
6hIILipyNOmswy0IdWHx7b,Ann Nesby,,37.0,17118.0,0
0lax1ZgWclW6mZFaGu27MM,Cupid,kids dance party,50.0,45927.0,0
5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,"atl hip hop, pop rap",67.0,652600.0,1
4S2g6K5F7y1OuqqJce4Y52,Musiq Soulchild/Syleena Johnson as 9ine,,14.0,193.0,0
0rlS0SzVFk8BoiAW0fGBbN,Salaam Remi,hip hop,65.0,33852.0,0
6XItHNeKXecnFpkJHOn5JL,Syl Johnson,"chicago soul, memphis soul, southern soul",48.0,56753.0,0
2NsAJcAM18AExiMWKLKzuH,Drag-On,"bronx hip hop, nyc rap",47.0,159724.0,1
